order_id,order_date,customer_id,product_id,warehouse_id,quantity,unit_price
10117,2025-02-23,436,106,6,21,926.04
10118,2025-09-29,418,84,4,17,379.63
10119,2025-01-07,181,56,2,20,533.08
10120,2025-07-20,29,44,5,3,207.53
10121,2025-11-26,613,84,2,3,380.47
10122,2025-07-05,740,19,2,16,600.18
10123,2025-02-21,419,39,7,23,227.75
10124,2025-08-24,32,42,4,13,457.38
10125,2025-12-10,195,36,1,3,329.9
10126,2025-12-05,148,24,1,16,524.9
10127,2025-10-26,303,8,2,1,869.42
10128,2025-04-01,380,48,5,12,202.05
10129,2025-07-14,225,29,4,25,337.54
10130,2025-01-04,379,13,7,8,221.19
10131,2025-10-12,121,12,7,16,350.19
10132,2025-03-02,370,9,5,15,849.39
10133,2025-09-05,113,73,7,2,735.67
10134,2025-06-11,489,13,2,9,242.84
10135,2025-02-20,70,36,6,4,303.63
10136,2025-11-18,660,116,1,16,826.74
10137,2025-12-07,149,84,6,13,398.3
10138,2025-11-30,17,90,4,20,125.01
10139,2025-03-13,598,39,6,7,252.34
10140,2025-02-03,689,48,8,7,253.37
10141,2025-08-22,33,29,6,14,302.82
10142,2025-03-24,159,106,1,20,1150.14
10143,2025-03-12,281,31,2,14,466.96
10144,2025-01-30,172,30,7,3,542.92
10145,2025-12-05,763,111,3,9,392.02
10146,2025-02-23,73,116,5,10,850.54
10147,2025-12-06,457,75,2,8,185.26
10148,2025-02-08,186,74,7,23,673.28
10149,2025-02-07,218,80,8,22,126.56
10150,2025-12-30,239,60,6,14,90.5
10151,2025-04-30,390,95,6,22,303.49
10152,2025-05-17,416,5,3,20,942.7
10153,2025-10-23,722,46,6,25,392.65
10154,2025-03-24,645,48,2,25,216.26
10155,2025-04-11,665,99,5,9,34.34
10156,2025-10-29,610,26,1,18,241.21
10157,2025-02-13,236,1,3,6,663.81
10158,2025-02-15,344,20,8,3,419.16
10159,2025-05-13,271,8,2,6,868.14
10160,2025-03-09,145,44,8,7,199.82
10161,2025-06-01,74,30,5,16,422.24
10162,2025-08-28,680,80,2,16,141.91
10163,2025-11-21,514,31,5,14,565.05
10164,2025-01-13,217,66,5,21,440.46
10165,2025-06-09,64,17,3,8,751.65
10166,2025-12-26,536,51,6,24,795.73
10167,2025-05-02,473,23,4,1,867.61
10168,2025-07-05,795,68,5,3,812.98
10169,2025-05-10,326,29,8,16,430.59
10170,2025-06-11,90,14,8,21,156.92
10171,2025-08-27,769,39,2,22,235.74
10172,2025-02-18,787,5,5,22,811.03
10173,2025-09-30,178,22,4,13,172.08
10174,2025-05-05,94,71,2,9,612.2
10175,2025-05-28,752,51,4,5,978.09
10176,2025-05-07,713,33,8,5,222.67
10177,2025-06-24,58,85,7,1,244.82
10178,2025-01-20,273,30,6,12,473.17
10179,2025-04-27,775,117,7,21,925.33
10180,2025-03-29,260,105,5,17,306.56
10181,2025-10-04,354,86,1,6,320.48
10182,2025-10-05,348,102,8,16,73.2
10183,2025-02-21,27,42,1,8,371.87
10184,2025-08-25,388,40,8,10,469.02
10185,2025-06-09,615,74,2,19,684.02
10186,2025-04-17,675,47,6,23,933.58
10187,2025-03-09,537,12,3,10,406.92
10188,2025-01-30,162,47,7,13,848.68
10189,2025-06-18,504,94,3,18,64.66
10190,2025-07-13,188,116,3,1,906.59
10191,2025-09-16,524,116,4,15,914.61
10192,2025-01-16,619,18,5,9,432.72
10193,2025-03-26,238,69,5,17,624.45
10194,2025-02-26,280,92,4,14,920.07
10195,2025-02-14,146,115,7,11,652.18
10196,2025-05-06,420,30,3,12,550.93
10197,2025-02-13,128,25,6,17,493.35
10198,2025-10-31,483,61,5,17,790.43
10199,2025-02-05,752,13,6,14,227.43
10200,2025-10-21,746,1,1,16,695.19
10201,2025-10-11,642,88,3,12,830.87
10202,2025-04-23,563,103,3,18,434.7
10203,2025-01-14,452,104,8,16,320.67
10204,2025-06-16,261,15,6,13,734.77
10205,2025-01-07,295,115,6,16,558.42
10206,2025-03-13,225,40,4,2,427.17
10207,2025-02-24,792,71,2,5,490.87
10208,2025-07-17,612,12,3,5,432.94
10209,2025-01-12,116,91,3,15,792.01
10210,2025-04-12,334,16,7,13,53.7
10211,2025-12-28,156,22,3,12,162.07
10212,2025-01-18,463,71,1,15,597.52
10213,2025-01-25,509,67,3,6,684.75
10214,2025-12-26,425,1,6,23,805.76
10215,2025-09-03,196,41,7,9,1009.7
10216,2025-10-24,626,41,5,11,687.7
10217,2025-01-24,588,55,2,14,1010.86
10218,2025-03-10,117,49,5,20,517.23
10219,2025-08-18,506,13,1,24,223.22
10220,2025-04-16,788,65,7,19,936.33
10221,2025-12-24,768,16,1,5,64.32
10222,2025-03-09,256,82,7,9,203.0
10223,2025-01-18,736,60,8,3,124.3
10224,2025-03-11,513,83,3,9,765.71
10225,2025-04-25,227,34,1,6,668.3
10226,2025-09-30,427,28,2,16,787.51
10227,2025-09-04,165,26,5,17,273.37
10228,2025-08-29,577,64,5,12,159.98
10229,2025-06-25,115,48,7,5,239.55
10230,2025-04-02,326,99,1,7,40.0
10231,2025-12-17,557,62,4,22,306.6
10232,2025-12-30,431,91,2,1,813.11
10233,2025-05-02,104,88,5,7,831.0
10234,2025-05-24,528,115,1,14,617.79
10235,2025-04-25,274,27,2,19,511.12
10236,2025-12-24,114,9,7,24,1021.05
10237,2025-08-07,165,84,7,12,385.57
10238,2025-03-14,153,21,3,4,419.69
10239,2025-02-19,475,64,7,18,220.4
10240,2025-01-03,248,115,6,25,537.26
10241,2025-01-22,464,86,1,17,241.55
10242,2025-05-14,773,100,6,3,226.23
10243,2025-12-18,443,23,5,11,1216.9
10244,2025-10-28,753,64,2,21,219.68
10245,2025-02-22,523,96,4,13,634.04
10246,2025-05-03,678,1,4,13,606.16
10247,2025-07-06,678,32,5,22,807.1
10248,2025-02-05,59,11,2,18,639.55
10249,2025-12-15,102,33,4,22,218.27
10250,2025-08-31,496,19,2,14,462.54
10251,2025-01-24,246,15,6,2,606.96
10252,2025-07-28,449,21,8,6,308.78
10253,2025-11-23,735,85,5,4,171.24
10254,2025-02-13,767,76,6,18,1169.36
10255,2025-10-17,532,26,5,7,249.58
10256,2025-10-29,676,80,5,17,113.64
10257,2025-01-23,122,38,5,25,167.65
10258,2025-12-27,558,70,7,10,664.42
10259,2025-12-16,367,94,8,23,52.53
10260,2025-04-17,671,101,7,24,265.09
10261,2025-06-24,448,53,1,20,323.33
10262,2025-08-30,500,93,3,4,692.41
10263,2025-06-23,296,112,8,14,115.37
10264,2025-06-30,340,8,4,2,1137.29
10265,2025-07-11,279,16,2,15,56.38
10266,2025-07-14,117,95,6,25,278.68
10267,2025-04-16,301,75,4,4,159.16
10268,2025-06-14,529,5,6,21,1140.67
10269,2025-08-14,16,54,6,8,36.21
10270,2025-10-28,533,49,1,18,504.63
10271,2025-01-07,474,85,7,8,218.84
10272,2025-07-18,267,103,2,25,509.78
10273,2025-04-19,94,9,2,6,808.74
10274,2025-12-26,731,67,6,6,510.66
10275,2025-04-18,367,113,7,11,835.56
10276,2025-07-09,141,47,6,11,862.58
10277,2025-07-25,681,21,4,18,392.72
10278,2025-08-23,752,107,6,2,370.44
10279,2025-12-12,203,64,8,18,166.85
10280,2025-09-14,675,90,3,17,149.68
10281,2025-11-12,317,18,5,10,536.28
10282,2025-10-18,506,97,6,15,180.95
10283,2025-02-11,274,76,3,3,846.31
10284,2025-12-19,187,69,4,7,494.84
10285,2025-02-03,52,3,2,6,55.83
10286,2025-04-15,567,78,5,1,255.26
10287,2025-12-05,392,62,3,23,289.62
10288,2025-04-23,137,35,4,23,165.26
10289,2025-07-08,514,66,6,16,310.5
10290,2025-12-03,436,21,3,6,397.56
10291,2025-05-08,271,74,2,9,514.71
10292,2025-04-22,310,56,1,9,624.84
10293,2025-03-06,695,38,2,14,181.55
10294,2025-04-07,177,20,7,17,492.27
10295,2025-03-18,166,24,4,16,674.03
10296,2025-02-20,455,120,4,2,724.19
10297,2025-06-06,664,74,3,12,520.73
10298,2025-06-07,62,33,2,19,213.61
10299,2025-05-10,187,34,8,9,429.05
10300,2025-07-31,9,97,4,4,162.6
10301,2025-04-26,321,45,1,25,521.83
10302,2025-08-14,282,75,8,6,213.9
10303,2025-08-25,82,72,2,22,363.7
10304,2025-09-07,482,108,4,5,103.99
10305,2025-03-15,674,85,1,10,162.05
10306,2025-06-22,687,17,1,3,688.29
10307,2025-03-25,307,12,2,1,400.07
10308,2025-09-14,121,115,2,17,653.43
10309,2025-04-27,492,26,6,21,276.7
10310,2025-02-26,269,84,8,7,291.66
10311,2025-11-05,153,22,7,9,181.61
10312,2025-01-18,601,85,5,15,229.8
10313,2025-09-17,373,104,7,5,409.08
10314,2025-11-23,567,105,2,7,299.63
10315,2025-10-28,577,41,1,24,1003.12
10316,2025-02-21,602,9,4,24,1008.95
10317,2025-05-25,307,75,6,18,165.66
10318,2025-04-28,521,15,6,17,630.07
10319,2025-09-20,445,77,4,15,105.4
10320,2025-10-13,721,11,5,6,698.85
10321,2025-02-19,189,85,2,16,223.07
10322,2025-07-20,201,88,7,12,826.8
10323,2025-07-22,525,50,3,25,822.74
10324,2025-02-08,275,23,6,15,999.75
10325,2025-12-09,160,22,2,19,155.17
10326,2025-03-15,296,29,6,10,286.8
10327,2025-04-23,452,60,1,21,105.61
10328,2025-05-04,474,76,2,23,960.1
10329,2025-01-30,128,74,1,25,645.0
10330,2025-12-23,409,71,3,5,600.78
10331,2025-02-16,199,77,7,10,122.74
10332,2025-02-22,724,43,5,24,390.6
10333,2025-08-17,778,60,8,19,102.57
10334,2025-05-08,215,27,3,16,467.66
10335,2025-01-24,179,105,1,15,228.62
10336,2025-09-16,142,53,4,25,251.93
10337,2025-08-01,331,8,1,2,1024.85
10338,2025-01-14,434,108,1,16,96.62
10339,2025-06-11,420,50,5,20,1083.1
10340,2025-02-20,510,85,2,24,202.43
10341,2025-06-05,681,78,7,20,199.28
10342,2025-08-28,644,14,5,25,137.27
10343,2025-10-18,441,117,1,15,969.0
10344,2025-10-01,683,91,5,1,785.71
10345,2025-05-15,232,94,7,24,63.37
10346,2025-02-21,355,57,7,5,885.88
10347,2025-01-10,54,35,8,4,153.07
10348,2025-02-02,160,43,2,13,268.74
10349,2025-03-04,499,65,3,4,744.07
10350,2025-01-28,792,13,3,15,262.01
10351,2025-06-10,693,88,3,19,747.94
10352,2025-07-10,690,32,1,4,754.06
10353,2025-05-25,454,104,3,4,289.98
10354,2025-01-04,86,117,7,5,723.28
10355,2025-03-01,206,51,6,8,911.64
10356,2025-12-25,69,113,7,10,766.76
10357,2025-08-16,311,25,8,13,577.16
10358,2025-05-12,106,34,7,8,561.52
10359,2025-09-04,386,107,6,21,391.67
10360,2025-07-30,333,17,5,15,883.96
10361,2025-11-15,656,23,5,17,1188.81
10362,2025-10-02,438,48,4,25,185.58
10363,2025-02-17,318,82,4,13,152.07
10364,2025-11-21,111,47,7,8,635.52
10365,2025-07-31,648,74,7,6,486.36
10366,2025-09-10,577,5,8,17,844.18
10367,2025-02-10,800,31,8,10,543.94
10368,2025-03-30,390,89,2,5,81.41
10369,2025-12-02,45,29,2,3,354.83
10370,2025-05-23,274,58,4,6,162.4
10371,2025-06-27,781,77,7,18,94.65
10372,2025-05-01,394,72,6,8,409.39
10373,2025-08-09,238,39,8,19,229.2
10374,2025-09-02,85,105,7,1,295.72
10375,2025-11-28,446,64,4,21,201.87
10376,2025-04-22,712,61,1,9,831.27
10377,2025-11-16,613,37,8,6,65.91
10378,2025-02-19,592,45,4,5,466.03
10379,2025-02-19,277,33,7,21,214.78
10380,2025-10-15,228,33,1,11,158.74
10381,2025-01-13,526,37,1,9,49.35
10382,2025-09-18,89,55,5,19,1017.78
10383,2025-01-22,576,54,5,6,43.69
10384,2025-11-08,253,31,4,2,479.56
10385,2025-06-29,197,48,1,22,253.97
10386,2025-12-31,281,6,2,12,312.3
10387,2025-11-20,386,67,3,5,570.81
10388,2025-07-23,21,99,6,16,48.31
10389,2025-03-02,616,100,4,25,198.72
10390,2025-06-12,421,88,2,4,857.17
10391,2025-08-25,309,35,6,18,210.21
10392,2025-06-26,686,25,2,3,553.02
10393,2025-09-07,282,77,5,1,113.99
10394,2025-04-17,29,32,3,21,945.24
10395,2025-01-02,519,54,1,4,44.17
10396,2025-09-09,135,19,7,17,660.3
10397,2025-08-24,524,73,2,18,612.21
10398,2025-06-10,429,16,1,6,43.81
10399,2025-04-19,147,39,4,18,226.94
10400,2025-06-21,452,94,4,4,47.39
10401,2025-03-17,603,84,5,1,347.5
10402,2025-11-18,246,9,7,18,869.75
10403,2025-11-08,332,57,1,24,634.41
10404,2025-01-19,155,73,1,2,734.33
10405,2025-01-30,460,108,4,9,101.94
10406,2025-07-07,149,45,8,2,531.26
10407,2025-08-31,432,13,1,14,217.45
10408,2025-10-21,627,12,8,6,391.54
10409,2025-06-17,421,15,5,20,591.9
10410,2025-10-14,549,22,5,20,127.72
10411,2025-08-17,719,38,5,15,136.72
10412,2025-04-20,778,23,7,10,965.71
10413,2025-01-25,181,106,5,17,924.42
10414,2025-03-07,526,90,8,17,133.34
10415,2025-10-06,191,1,7,3,908.54
10416,2025-06-17,355,38,5,22,179.73
10417,2025-02-28,580,3,3,9,59.78
10418,2025-04-09,466,63,6,2,880.59
10419,2025-07-02,765,39,2,7,253.57
10420,2025-04-30,359,11,7,19,637.72
10421,2025-03-26,184,66,5,19,469.84
10422,2025-09-21,567,61,3,24,886.45
10423,2025-01-10,27,108,3,20,70.1
10424,2025-12-19,419,65,3,21,719.24
10425,2025-08-17,311,24,3,13,536.61
10426,2025-02-14,765,43,8,4,365.23
10427,2025-06-18,20,111,7,18,260.5
10428,2025-05-14,767,8,3,25,871.77
10429,2025-08-22,348,84,1,10,319.18
10430,2025-12-22,779,52,6,18,912.23
10431,2025-06-06,673,89,4,14,53.25
10432,2025-10-13,256,12,3,4,383.55
10433,2025-04-26,773,93,4,25,886.52
10434,2025-09-28,5,62,5,8,308.0
10435,2025-01-18,702,56,3,20,536.35
10436,2025-12-28,10,71,3,11,501.38
10437,2025-01-24,91,61,2,19,878.14
10438,2025-08-16,594,108,8,10,89.66
10439,2025-08-09,522,53,2,12,351.53
10440,2025-05-03,350,31,4,1,533.33
10441,2025-12-11,779,50,5,24,921.79
10442,2025-07-25,632,13,8,11,210.09
10443,2025-04-29,337,48,2,1,248.95
10444,2025-06-23,313,117,6,5,695.84
10445,2025-06-10,3,120,2,12,530.12
10446,2025-01-14,713,69,5,18,578.25
10447,2025-10-22,355,117,1,14,637.37
10448,2025-10-10,98,84,8,20,417.4
10449,2025-03-15,461,95,8,8,371.58
10450,2025-08-31,87,53,4,1,326.0
10451,2025-07-29,440,109,5,7,45.58
10452,2025-05-11,732,104,3,1,440.48
10453,2025-01-31,248,34,4,19,456.95
10454,2025-04-28,102,30,4,15,542.7
10455,2025-03-25,332,61,3,13,1049.9
10456,2025-08-20,108,118,8,3,1138.19
10457,2025-07-31,703,61,7,5,968.83
10458,2025-02-18,382,21,6,8,421.12
10459,2025-07-20,552,64,7,21,223.93
10460,2025-06-19,121,10,5,16,574.79
10461,2025-07-26,534,75,1,14,158.09
10462,2025-04-18,555,84,4,9,299.61
10463,2025-09-14,15,5,5,20,1074.71
10464,2025-08-04,651,46,1,24,427.94
10465,2025-12-11,785,41,5,18,807.16
10466,2025-01-03,744,54,2,16,50.64
10467,2025-07-19,406,113,4,8,654.86
10468,2025-08-01,85,68,1,6,1115.58
10469,2025-01-31,513,56,3,16,471.37
10470,2025-07-31,720,96,8,8,683.96
10471,2025-10-18,100,10,2,4,616.53
10472,2025-12-22,740,27,1,5,499.97
10473,2025-05-18,648,20,6,15,499.26
10474,2025-06-04,494,70,4,10,877.99
10475,2025-03-06,753,15,4,22,744.8
10476,2025-07-15,267,62,1,22,249.67
10477,2025-06-15,756,3,5,20,50.83
10478,2025-08-23,140,107,8,4,575.22
10479,2025-11-18,674,68,2,1,855.0
10480,2025-06-27,285,26,7,7,223.19
10481,2025-07-30,167,55,3,5,993.56
10482,2025-12-23,212,64,3,8,167.96
10483,2025-06-13,606,29,2,17,275.99
10484,2025-02-23,543,31,7,11,526.18
10485,2025-12-21,307,99,1,25,35.13
10486,2025-08-09,502,29,2,14,342.38
10487,2025-05-16,458,90,1,16,118.95
10488,2025-06-07,496,14,8,3,104.45
10489,2025-05-22,634,44,7,5,186.69
10490,2025-06-13,506,96,7,20,856.05
10491,2025-04-26,134,43,7,19,315.41
10492,2025-05-01,738,89,1,5,69.1
10493,2025-11-26,517,37,7,12,51.15
10494,2025-10-08,77,27,8,14,434.63
10495,2025-02-21,483,64,4,3,233.52
10496,2025-03-06,715,107,3,7,492.54
10497,2025-02-25,522,34,4,20,504.05
10498,2025-05-09,660,117,4,5,865.99
10499,2025-10-03,53,40,5,11,540.77
10500,2025-05-12,519,18,4,7,585.2
10501,2025-09-23,191,101,3,5,219.4
10502,2025-02-03,229,55,3,24,998.99
10503,2025-02-08,101,67,6,23,687.44
10504,2025-08-17,708,12,6,3,290.43
10505,2025-11-22,362,7,6,4,221.52
10506,2025-03-02,5,28,3,20,569.96
10507,2025-05-15,97,27,2,11,514.43
10508,2025-09-17,104,5,2,8,831.03
10509,2025-07-13,488,52,6,2,922.99
10510,2025-07-08,617,60,7,21,108.13
10511,2025-01-07,322,3,5,18,53.38
10512,2025-05-12,546,66,1,8,377.9
10513,2025-06-04,73,32,5,19,931.52
10514,2025-11-12,165,34,5,13,525.36
10515,2025-03-01,33,67,5,10,670.43
10516,2025-08-04,289,3,6,2,50.14
10517,2025-04-12,522,80,1,18,136.12
10518,2025-07-11,669,77,2,20,119.02
10519,2025-11-05,128,6,6,22,453.32
10520,2025-02-14,350,60,7,22,93.4
10521,2025-11-13,623,113,2,19,732.69
10522,2025-12-03,787,116,3,4,608.11
10523,2025-06-14,505,101,3,18,224.81
10524,2025-08-04,165,92,4,6,693.24
10525,2025-09-02,109,35,5,3,147.23
10526,2025-08-08,535,103,4,19,387.64
10527,2025-02-28,505,107,8,5,450.02
10528,2025-12-01,248,21,8,10,391.27
10529,2025-12-01,261,38,4,1,151.45
10530,2025-09-08,72,70,8,2,686.86
10531,2025-04-25,640,44,1,23,232.54
10532,2025-07-03,475,10,2,25,594.67
10533,2025-11-04,399,9,4,14,784.99
10534,2025-06-17,505,2,2,3,300.3
10535,2025-11-22,575,8,6,17,1085.45
10536,2025-03-11,561,92,4,15,883.74
10537,2025-04-13,54,62,1,2,278.95
10538,2025-07-18,546,110,2,7,754.23
10539,2025-09-27,150,19,4,17,562.77
10540,2025-03-12,267,84,3,17,335.63
10541,2025-09-24,721,8,4,5,1104.87
10542,2025-04-03,220,118,7,11,1037.54
10543,2025-11-22,468,38,4,19,162.35
10544,2025-03-17,678,24,3,25,599.19
10545,2025-12-25,692,11,2,16,722.89
10546,2025-07-11,91,82,2,13,199.6
10547,2025-01-11,67,111,3,22,379.33
10548,2025-08-10,197,110,3,12,835.59
10549,2025-10-25,282,86,8,7,226.4
10550,2025-11-30,215,6,2,21,319.14
10551,2025-09-25,525,49,3,10,376.88
10552,2025-09-19,368,91,8,4,948.13
10553,2025-01-20,396,89,1,23,70.55
10554,2025-12-03,566,120,1,22,525.67
10555,2025-09-16,169,50,1,8,955.18
10556,2025-04-01,44,53,8,7,370.0
10557,2025-02-08,719,29,1,15,302.18
10558,2025-10-22,407,60,1,12,133.0
10559,2025-03-16,696,68,1,16,1157.45
10560,2025-12-02,33,80,4,1,120.9
10561,2025-10-30,384,12,3,25,397.16
10562,2025-09-17,474,70,7,6,705.55
10563,2025-02-17,382,62,6,4,298.64
10564,2025-09-03,192,110,8,7,655.61
10565,2025-09-12,409,2,7,8,414.33
10566,2025-09-10,295,28,6,18,620.11
10567,2025-07-02,530,119,2,5,408.08
10568,2025-06-06,573,116,8,8,879.74
10569,2025-10-08,797,40,3,20,446.18
10570,2025-03-19,39,68,7,10,1222.73
10571,2025-08-31,173,68,3,16,1156.79
10572,2025-11-21,133,117,1,7,656.3
10573,2025-07-03,133,11,8,12,728.15
10574,2025-03-29,241,118,2,19,1099.76
10575,2025-04-11,333,79,1,3,409.62
10576,2025-11-20,607,119,7,24,631.78
10577,2025-01-09,732,81,5,3,633.08
10578,2025-02-07,604,20,5,23,367.84
10579,2025-07-06,274,95,5,18,340.56
10580,2025-05-29,75,117,8,6,944.26
10581,2025-07-24,255,10,5,2,772.71
10582,2025-09-27,531,80,8,17,140.19
10583,2025-12-24,523,89,2,21,70.34
10584,2025-04-16,80,60,1,10,99.26
10585,2025-03-07,381,66,7,17,390.17
10586,2025-05-16,256,14,2,18,159.09
10587,2025-09-27,88,93,1,19,649.02
10588,2025-08-13,247,18,2,16,396.94
10589,2025-03-07,771,96,6,18,778.17
10590,2025-11-05,673,38,5,14,184.38
10591,2025-02-24,743,77,6,25,110.96
10592,2025-07-23,551,59,3,19,718.74
10593,2025-11-22,247,70,1,5,806.91
10594,2025-05-28,256,64,2,7,197.42
10595,2025-03-21,94,66,6,5,328.48
10596,2025-11-30,84,15,7,16,549.61
10597,2025-11-27,689,97,5,16,154.46
10598,2025-11-19,635,8,6,25,1193.27
10599,2025-10-10,223,34,5,17,641.61
10600,2025-03-18,472,68,1,17,1212.27
10601,2025-03-03,294,53,6,12,276.75
10602,2025-07-10,164,90,6,25,135.25
10603,2025-06-13,450,61,7,12,861.65
10604,2025-04-01,58,18,1,7,452.0
10605,2025-12-01,326,29,4,22,274.22
10606,2025-05-31,150,32,7,1,1069.8
10607,2025-08-05,790,80,2,8,153.72
10608,2025-04-19,39,110,3,3,638.95
10609,2025-11-15,558,13,1,10,281.12
10610,2025-03-06,386,95,4,9,331.35
10611,2025-10-30,163,94,5,25,58.85
10612,2025-07-05,579,2,3,12,414.76
10613,2025-08-23,561,5,4,16,939.52
10614,2025-06-09,230,114,8,17,266.08
10615,2025-12-27,355,84,2,4,271.48
10616,2025-10-10,595,104,3,19,375.15
10617,2025-12-08,787,120,8,10,652.49
10618,2025-10-01,741,37,7,22,47.82
10619,2025-03-01,149,44,4,6,165.27
10620,2025-10-13,754,49,7,22,499.19
10621,2025-04-06,538,39,6,8,162.9
10622,2025-02-17,50,92,6,20,651.32
10623,2025-07-21,259,31,6,23,434.19
10624,2025-10-10,93,8,7,14,806.4
10625,2025-05-24,391,95,1,2,334.62
10626,2025-06-08,22,119,2,3,422.18
10627,2025-02-04,36,108,1,7,100.08
10628,2025-07-22,184,88,7,19,712.16
10629,2025-12-11,639,54,8,4,38.67
10630,2025-09-05,6,64,4,19,233.79
10631,2025-06-23,540,54,3,12,42.52
10632,2025-09-06,639,98,7,11,324.81
