customer_id,customer_name,region,segment
74,Customer_74,North,Wholesale
75,Customer_75,East,Wholesale
76,Customer_76,North,Wholesale
77,Customer_77,East,Wholesale
78,Customer_78,East,Retail
79,Customer_79,East,Retail
80,Customer_80,East,Wholesale
81,Customer_81,South,Wholesale
82,Customer_82,South,Retail
83,Customer_83,West,Wholesale
84,Customer_84,South,Retail
85,Customer_85,West,Corporate
86,Customer_86,North,Retail
87,Customer_87,East,Corporate
88,Customer_88,East,Retail
89,Customer_89,East,Corporate
90,Customer_90,East,Corporate
91,Customer_91,North,Retail
92,Customer_92,North,Retail
93,Customer_93,West,Retail
94,Customer_94,East,Retail
95,Customer_95,West,Wholesale
96,Customer_96,North,Corporate
97,Customer_97,East,Wholesale
98,Customer_98,North,Wholesale
99,Customer_99,North,Corporate
100,Customer_100,South,Corporate
101,Customer_101,South,Corporate
102,Customer_102,East,Retail
103,Customer_103,West,Corporate
104,Customer_104,West,Wholesale
105,Customer_105,North,Wholesale
106,Customer_106,South,Retail
107,Customer_107,South,Retail
108,Customer_108,South,Wholesale
109,Customer_109,West,Wholesale
110,Customer_110,South,Wholesale
111,Customer_111,West,Wholesale
112,Customer_112,East,Retail
113,Customer_113,South,Retail
114,Customer_114,North,Wholesale
115,Customer_115,North,Wholesale
116,Customer_116,South,Corporate
117,Customer_117,South,Retail
118,Customer_118,North,Corporate
119,Customer_119,South,Corporate
120,Customer_120,South,Wholesale
121,Customer_121,East,Corporate
122,Customer_122,West,Retail
123,Customer_123,North,Wholesale
124,Customer_124,East,Corporate
125,Customer_125,West,Wholesale
126,Customer_126,South,Wholesale
127,Customer_127,South,Wholesale
128,Customer_128,North,Corporate
129,Customer_129,South,Wholesale
130,Customer_130,North,Retail
131,Customer_131,South,Retail
132,Customer_132,West,Wholesale
133,Customer_133,North,Wholesale
134,Customer_134,North,Corporate
135,Customer_135,West,Retail
136,Customer_136,North,Retail
137,Customer_137,South,Corporate
138,Customer_138,North,Retail
139,Customer_139,West,Wholesale
140,Customer_140,North,Retail
141,Customer_141,West,Corporate
142,Customer_142,South,Wholesale
143,Customer_143,East,Corporate
144,Customer_144,West,Wholesale
145,Customer_145,South,Wholesale
146,Customer_146,East,Wholesale
147,Customer_147,South,Corporate
148,Customer_148,South,Corporate
149,Customer_149,North,Corporate
150,Customer_150,West,Corporate
151,Customer_151,North,Wholesale
152,Customer_152,South,Corporate
153,Customer_153,North,Retail
154,Customer_154,East,Retail
155,Customer_155,South,Wholesale
156,Customer_156,East,Retail
157,Customer_157,East,Retail
158,Customer_158,West,Retail
159,Customer_159,North,Corporate
160,Customer_160,West,Retail
161,Customer_161,South,Retail
162,Customer_162,West,Wholesale
163,Customer_163,West,Corporate
164,Customer_164,West,Retail
165,Customer_165,East,Corporate
166,Customer_166,North,Wholesale
167,Customer_167,East,Retail
168,Customer_168,East,Wholesale
169,Customer_169,West,Corporate
170,Customer_170,North,Corporate
171,Customer_171,East,Wholesale
172,Customer_172,East,Wholesale
173,Customer_173,North,Retail
174,Customer_174,South,Retail
175,Customer_175,North,Corporate
176,Customer_176,East,Retail
177,Customer_177,South,Corporate
178,Customer_178,South,Corporate
179,Customer_179,East,Corporate
180,Customer_180,South,Wholesale
181,Customer_181,West,Wholesale
182,Customer_182,East,Retail
183,Customer_183,East,Retail
184,Customer_184,South,Corporate
185,Customer_185,North,Corporate
186,Customer_186,North,Wholesale
187,Customer_187,North,Corporate
188,Customer_188,North,Wholesale
189,Customer_189,South,Retail
190,Customer_190,East,Retail
191,Customer_191,West,Retail
192,Customer_192,East,Wholesale
193,Customer_193,West,Corporate
194,Customer_194,South,Retail
195,Customer_195,South,Retail
196,Customer_196,South,Corporate
197,Customer_197,North,Retail
198,Customer_198,South,Corporate
199,Customer_199,East,Wholesale
200,Customer_200,South,Corporate
201,Customer_201,West,Wholesale
202,Customer_202,South,Corporate
203,Customer_203,East,Retail
204,Customer_204,East,Retail
205,Customer_205,North,Retail
206,Customer_206,South,Wholesale
207,Customer_207,West,Retail
208,Customer_208,West,Retail
209,Customer_209,West,Wholesale
210,Customer_210,West,Wholesale
211,Customer_211,West,Wholesale
212,Customer_212,East,Wholesale
213,Customer_213,South,Retail
214,Customer_214,East,Retail
215,Customer_215,South,Corporate
216,Customer_216,East,Retail
217,Customer_217,South,Retail
218,Customer_218,North,Wholesale
219,Customer_219,East,Corporate
220,Customer_220,South,Retail
221,Customer_221,North,Wholesale
222,Customer_222,West,Wholesale
223,Customer_223,East,Wholesale
224,Customer_224,South,Wholesale
225,Customer_225,East,Retail
226,Customer_226,West,Retail
227,Customer_227,South,Corporate
228,Customer_228,West,Retail
229,Customer_229,East,Corporate
230,Customer_230,East,Wholesale
231,Customer_231,East,Retail
232,Customer_232,North,Corporate
233,Customer_233,South,Corporate
234,Customer_234,South,Retail
235,Customer_235,East,Corporate
236,Customer_236,North,Corporate
237,Customer_237,East,Wholesale
238,Customer_238,South,Retail
239,Customer_239,North,Retail
240,Customer_240,East,Retail
241,Customer_241,South,Corporate
242,Customer_242,North,Corporate
243,Customer_243,North,Corporate
244,Customer_244,East,Wholesale
245,Customer_245,South,Retail
246,Customer_246,South,Wholesale
247,Customer_247,West,Corporate
248,Customer_248,West,Retail
249,Customer_249,East,Wholesale
250,Customer_250,South,Retail
251,Customer_251,West,Wholesale
252,Customer_252,South,Wholesale
253,Customer_253,North,Wholesale
254,Customer_254,South,Retail
255,Customer_255,North,Retail
256,Customer_256,South,Wholesale
257,Customer_257,East,Retail
258,Customer_258,West,Corporate
259,Customer_259,North,Wholesale
260,Customer_260,North,Wholesale
261,Customer_261,South,Corporate
262,Customer_262,East,Retail
263,Customer_263,West,Retail
264,Customer_264,North,Wholesale
265,Customer_265,North,Wholesale
266,Customer_266,West,Corporate
267,Customer_267,North,Corporate
268,Customer_268,South,Wholesale
269,Customer_269,South,Retail
270,Customer_270,West,Corporate
271,Customer_271,West,Retail
272,Customer_272,West,Wholesale
273,Customer_273,East,Retail
274,Customer_274,South,Retail
275,Customer_275,South,Corporate
276,Customer_276,East,Wholesale
277,Customer_277,East,Wholesale
278,Customer_278,South,Retail
279,Customer_279,West,Retail
280,Customer_280,West,Corporate
281,Customer_281,North,Wholesale
282,Customer_282,South,Wholesale
283,Customer_283,West,Corporate
284,Customer_284,East,Corporate
285,Customer_285,West,Corporate
286,Customer_286,North,Wholesale
287,Customer_287,South,Corporate
288,Customer_288,North,Corporate
289,Customer_289,North,Corporate
290,Customer_290,West,Retail
291,Customer_291,West,Corporate
292,Customer_292,West,Retail
293,Customer_293,South,Retail
294,Customer_294,North,Retail
295,Customer_295,East,Corporate
296,Customer_296,South,Wholesale
297,Customer_297,East,Retail
298,Customer_298,East,Retail
299,Customer_299,West,Corporate
300,Customer_300,West,Retail
301,Customer_301,South,Retail
302,Customer_302,West,Wholesale
303,Customer_303,West,Corporate
304,Customer_304,East,Wholesale
305,Customer_305,South,Corporate
306,Customer_306,East,Corporate
307,Customer_307,East,Retail
308,Customer_308,East,Retail
309,Customer_309,East,Corporate
310,Customer_310,West,Retail
311,Customer_311,South,Wholesale
312,Customer_312,North,Wholesale
313,Customer_313,East,Corporate
314,Customer_314,East,Retail
315,Customer_315,West,Corporate
316,Customer_316,North,Corporate
317,Customer_317,West,Corporate
318,Customer_318,North,Corporate
319,Customer_319,North,Retail
320,Customer_320,East,Wholesale
321,Customer_321,South,Retail
322,Customer_322,East,Corporate
323,Customer_323,East,Retail
324,Customer_324,East,Corporate
325,Customer_325,North,Wholesale
326,Customer_326,West,Wholesale
327,Customer_327,South,Wholesale
328,Customer_328,North,Retail
329,Customer_329,West,Corporate
330,Customer_330,South,Wholesale
331,Customer_331,East,Corporate
332,Customer_332,North,Wholesale
333,Customer_333,South,Retail
334,Customer_334,West,Corporate
335,Customer_335,East,Corporate
336,Customer_336,East,Corporate
337,Customer_337,East,Corporate
338,Customer_338,South,Corporate
339,Customer_339,West,Wholesale
340,Customer_340,West,Retail
341,Customer_341,South,Wholesale
342,Customer_342,South,Retail
343,Customer_343,South,Wholesale
344,Customer_344,West,Wholesale
345,Customer_345,South,Corporate
346,Customer_346,East,Corporate
347,Customer_347,West,Retail
348,Customer_348,South,Retail
349,Customer_349,North,Retail
350,Customer_350,East,Wholesale
351,Customer_351,North,Corporate
352,Customer_352,South,Corporate
353,Customer_353,East,Wholesale
354,Customer_354,South,Retail
355,Customer_355,West,Corporate
356,Customer_356,West,Wholesale
357,Customer_357,South,Corporate
358,Customer_358,East,Corporate
359,Customer_359,North,Corporate
360,Customer_360,East,Wholesale
361,Customer_361,East,Retail
362,Customer_362,South,Retail
363,Customer_363,East,Retail
364,Customer_364,West,Corporate
365,Customer_365,West,Corporate
366,Customer_366,East,Retail
367,Customer_367,South,Retail
368,Customer_368,West,Wholesale
369,Customer_369,West,Wholesale
370,Customer_370,West,Retail
371,Customer_371,North,Corporate
372,Customer_372,West,Corporate
373,Customer_373,South,Retail
374,Customer_374,South,Retail
375,Customer_375,South,Wholesale
376,Customer_376,North,Wholesale
377,Customer_377,West,Retail
378,Customer_378,North,Retail
379,Customer_379,South,Retail
380,Customer_380,North,Wholesale
381,Customer_381,East,Retail
382,Customer_382,East,Wholesale
383,Customer_383,West,Wholesale
384,Customer_384,North,Retail
385,Customer_385,North,Corporate
386,Customer_386,South,Corporate
387,Customer_387,East,Retail
388,Customer_388,North,Retail
389,Customer_389,East,Corporate
390,Customer_390,East,Corporate
391,Customer_391,South,Corporate
392,Customer_392,South,Wholesale
393,Customer_393,South,Retail
394,Customer_394,West,Wholesale
395,Customer_395,East,Retail
396,Customer_396,North,Retail
397,Customer_397,West,Wholesale
398,Customer_398,West,Retail
399,Customer_399,East,Retail
400,Customer_400,West,Corporate
401,Customer_401,South,Corporate
402,Customer_402,North,Wholesale
403,Customer_403,East,Wholesale
404,Customer_404,West,Corporate
405,Customer_405,West,Retail
406,Customer_406,North,Corporate
407,Customer_407,North,Retail
408,Customer_408,West,Retail
409,Customer_409,East,Retail
410,Customer_410,South,Corporate
411,Customer_411,South,Corporate
412,Customer_412,East,Retail
413,Customer_413,West,Wholesale
414,Customer_414,South,Retail
415,Customer_415,West,Corporate
416,Customer_416,North,Wholesale
417,Customer_417,South,Corporate
418,Customer_418,North,Retail
419,Customer_419,North,Wholesale
420,Customer_420,South,Corporate
421,Customer_421,North,Wholesale
422,Customer_422,North,Retail
423,Customer_423,West,Corporate
424,Customer_424,East,Wholesale
425,Customer_425,North,Retail
426,Customer_426,South,Corporate
427,Customer_427,South,Retail
428,Customer_428,West,Retail
429,Customer_429,East,Wholesale
430,Customer_430,West,Corporate
431,Customer_431,East,Corporate
432,Customer_432,South,Retail
433,Customer_433,North,Retail
434,Customer_434,East,Retail
435,Customer_435,East,Corporate
436,Customer_436,North,Wholesale
437,Customer_437,South,Corporate
438,Customer_438,East,Corporate
439,Customer_439,West,Retail
440,Customer_440,North,Wholesale
441,Customer_441,West,Retail
442,Customer_442,East,Wholesale
443,Customer_443,West,Retail
444,Customer_444,East,Corporate
445,Customer_445,West,Retail
446,Customer_446,West,Retail
447,Customer_447,West,Retail
448,Customer_448,West,Retail
449,Customer_449,West,Retail
450,Customer_450,North,Corporate
451,Customer_451,South,Wholesale
452,Customer_452,North,Wholesale
453,Customer_453,East,Corporate
454,Customer_454,East,Corporate
455,Customer_455,North,Corporate
456,Customer_456,East,Corporate
457,Customer_457,East,Retail
458,Customer_458,North,Retail
459,Customer_459,South,Retail
460,Customer_460,West,Wholesale
461,Customer_461,West,Corporate
462,Customer_462,East,Corporate
463,Customer_463,West,Retail
464,Customer_464,West,Retail
465,Customer_465,North,Wholesale
466,Customer_466,East,Wholesale
467,Customer_467,South,Wholesale
468,Customer_468,South,Corporate
469,Customer_469,East,Corporate
470,Customer_470,East,Wholesale
471,Customer_471,North,Wholesale
472,Customer_472,South,Corporate
473,Customer_473,South,Retail
474,Customer_474,West,Retail
475,Customer_475,North,Corporate
476,Customer_476,East,Retail
477,Customer_477,West,Retail
478,Customer_478,North,Corporate
479,Customer_479,North,Retail
480,Customer_480,North,Corporate
481,Customer_481,West,Wholesale
482,Customer_482,West,Retail
483,Customer_483,South,Retail
484,Customer_484,West,Corporate
485,Customer_485,South,Wholesale
486,Customer_486,North,Corporate
487,Customer_487,East,Corporate
488,Customer_488,East,Corporate
489,Customer_489,East,Wholesale
490,Customer_490,East,Retail
491,Customer_491,West,Retail
492,Customer_492,South,Retail
493,Customer_493,South,Retail
494,Customer_494,East,Wholesale
495,Customer_495,South,Corporate
496,Customer_496,North,Corporate
497,Customer_497,East,Retail
498,Customer_498,South,Wholesale
499,Customer_499,North,Wholesale
500,Customer_500,West,Retail
501,Customer_501,North,Retail
502,Customer_502,West,Retail
503,Customer_503,West,Corporate
504,Customer_504,North,Corporate
505,Customer_505,South,Retail
506,Customer_506,North,Retail
507,Customer_507,South,Retail
508,Customer_508,East,Wholesale
509,Customer_509,South,Corporate
510,Customer_510,East,Wholesale
511,Customer_511,North,Retail
512,Customer_512,East,Retail
513,Customer_513,North,Corporate
514,Customer_514,East,Retail
515,Customer_515,North,Retail
516,Customer_516,East,Retail
517,Customer_517,South,Retail
518,Customer_518,East,Corporate
519,Customer_519,East,Retail
520,Customer_520,East,Retail
521,Customer_521,South,Retail
522,Customer_522,West,Wholesale
523,Customer_523,West,Retail
524,Customer_524,West,Retail
525,Customer_525,West,Wholesale
526,Customer_526,South,Wholesale
527,Customer_527,North,Wholesale
528,Customer_528,South,Corporate
529,Customer_529,East,Corporate
530,Customer_530,East,Wholesale
531,Customer_531,East,Corporate
532,Customer_532,North,Corporate
533,Customer_533,East,Corporate
534,Customer_534,West,Retail
535,Customer_535,East,Wholesale
536,Customer_536,South,Corporate
537,Customer_537,West,Retail
538,Customer_538,North,Corporate
539,Customer_539,South,Corporate
540,Customer_540,North,Retail
541,Customer_541,West,Wholesale
542,Customer_542,East,Corporate
543,Customer_543,South,Retail
544,Customer_544,North,Retail
545,Customer_545,South,Wholesale
546,Customer_546,West,Retail
547,Customer_547,East,Wholesale
548,Customer_548,South,Retail
549,Customer_549,East,Corporate
550,Customer_550,South,Wholesale
551,Customer_551,South,Retail
552,Customer_552,North,Corporate
553,Customer_553,West,Retail
554,Customer_554,East,Retail
555,Customer_555,North,Corporate
556,Customer_556,East,Retail
557,Customer_557,West,Retail
558,Customer_558,South,Wholesale
559,Customer_559,South,Wholesale
560,Customer_560,West,Wholesale
561,Customer_561,South,Corporate
562,Customer_562,South,Wholesale
563,Customer_563,South,Retail
564,Customer_564,West,Wholesale
565,Customer_565,South,Corporate
566,Customer_566,East,Retail
567,Customer_567,South,Retail
568,Customer_568,South,Retail
569,Customer_569,North,Wholesale
570,Customer_570,East,Retail
571,Customer_571,West,Wholesale
572,Customer_572,West,Wholesale
573,Customer_573,East,Wholesale
574,Customer_574,West,Corporate
575,Customer_575,South,Corporate
576,Customer_576,West,Wholesale
577,Customer_577,East,Corporate
578,Customer_578,West,Retail
579,Customer_579,North,Retail
580,Customer_580,West,Corporate
581,Customer_581,South,Corporate
582,Customer_582,West,Retail
583,Customer_583,West,Corporate
584,Customer_584,North,Retail
585,Customer_585,South,Corporate
586,Customer_586,West,Corporate
587,Customer_587,North,Corporate
588,Customer_588,North,Retail
589,Customer_589,South,Retail
590,Customer_590,East,Wholesale
591,Customer_591,North,Retail
592,Customer_592,West,Wholesale
593,Customer_593,South,Retail
594,Customer_594,North,Wholesale
595,Customer_595,North,Retail
596,Customer_596,South,Corporate
597,Customer_597,East,Retail
598,Customer_598,South,Retail
599,Customer_599,East,Wholesale
600,Customer_600,East,Retail
601,Customer_601,East,Wholesale
602,Customer_602,East,Corporate
603,Customer_603,South,Corporate
604,Customer_604,West,Retail
605,Customer_605,East,Wholesale
606,Customer_606,South,Corporate
607,Customer_607,East,Retail
608,Customer_608,South,Retail
609,Customer_609,West,Retail
610,Customer_610,East,Wholesale
611,Customer_611,East,Corporate
612,Customer_612,South,Corporate
613,Customer_613,North,Wholesale
614,Customer_614,North,Wholesale
615,Customer_615,East,Corporate
616,Customer_616,North,Corporate
617,Customer_617,West,Wholesale
618,Customer_618,East,Corporate
619,Customer_619,West,Corporate
620,Customer_620,South,Corporate
621,Customer_621,East,Retail
622,Customer_622,West,Retail
623,Customer_623,South,Wholesale
624,Customer_624,North,Corporate
625,Customer_625,East,Corporate
626,Customer_626,East,Wholesale
627,Customer_627,North,Wholesale
628,Customer_628,North,Retail
629,Customer_629,South,Corporate
630,Customer_630,West,Corporate
631,Customer_631,East,Retail
632,Customer_632,South,Corporate
633,Customer_633,South,Wholesale
634,Customer_634,North,Retail
635,Customer_635,North,Retail
636,Customer_636,East,Corporate
637,Customer_637,North,Wholesale
638,Customer_638,East,Wholesale
639,Customer_639,South,Corporate
640,Customer_640,East,Wholesale
641,Customer_641,South,Retail
642,Customer_642,East,Wholesale
643,Customer_643,West,Retail
644,Customer_644,South,Retail
645,Customer_645,South,Wholesale
646,Customer_646,South,Corporate
647,Customer_647,North,Retail
648,Customer_648,South,Wholesale
649,Customer_649,East,Corporate
650,Customer_650,East,Retail
651,Customer_651,North,Wholesale
652,Customer_652,East,Wholesale
653,Customer_653,West,Wholesale
654,Customer_654,West,Retail
655,Customer_655,South,Retail
656,Customer_656,North,Retail
657,Customer_657,North,Corporate
658,Customer_658,South,Retail
659,Customer_659,South,Retail
660,Customer_660,North,Retail
661,Customer_661,South,Retail
662,Customer_662,West,Retail
663,Customer_663,West,Wholesale
664,Customer_664,South,Wholesale
665,Customer_665,East,Retail
666,Customer_666,East,Wholesale
667,Customer_667,North,Wholesale
668,Customer_668,West,Wholesale
669,Customer_669,North,Corporate
670,Customer_670,West,Wholesale
671,Customer_671,West,Retail
672,Customer_672,West,Retail
673,Customer_673,South,Retail
674,Customer_674,East,Retail
675,Customer_675,North,Retail
676,Customer_676,East,Wholesale
677,Customer_677,East,Wholesale
678,Customer_678,North,Corporate
679,Customer_679,West,Wholesale
680,Customer_680,East,Corporate
681,Customer_681,South,Retail
682,Customer_682,North,Retail
683,Customer_683,East,Retail
684,Customer_684,South,Retail
685,Customer_685,East,Retail
686,Customer_686,West,Corporate
687,Customer_687,South,Corporate
688,Customer_688,West,Corporate
689,Customer_689,North,Retail
690,Customer_690,West,Wholesale
691,Customer_691,South,Wholesale
692,Customer_692,East,Retail
693,Customer_693,West,Wholesale
694,Customer_694,North,Wholesale
695,Customer_695,South,Retail
696,Customer_696,North,Retail
697,Customer_697,North,Retail
698,Customer_698,South,Corporate
699,Customer_699,South,Wholesale
700,Customer_700,North,Retail
701,Customer_701,North,Retail
702,Customer_702,North,Wholesale
703,Customer_703,North,Wholesale
704,Customer_704,North,Retail
705,Customer_705,East,Retail
706,Customer_706,North,Wholesale
707,Customer_707,West,Retail
708,Customer_708,South,Retail
709,Customer_709,South,Retail
710,Customer_710,North,Retail
711,Customer_711,North,Wholesale
712,Customer_712,East,Corporate
713,Customer_713,North,Retail
714,Customer_714,North,Wholesale
715,Customer_715,South,Corporate
716,Customer_716,East,Corporate
717,Customer_717,West,Corporate
718,Customer_718,North,Corporate
719,Customer_719,East,Corporate
720,Customer_720,North,Wholesale
721,Customer_721,East,Corporate
722,Customer_722,West,Corporate
723,Customer_723,North,Corporate
724,Customer_724,North,Corporate
725,Customer_725,North,Corporate
726,Customer_726,West,Wholesale
727,Customer_727,North,Wholesale
728,Customer_728,South,Wholesale
729,Customer_729,North,Wholesale
730,Customer_730,East,Retail
731,Customer_731,West,Retail
732,Customer_732,South,Corporate
733,Customer_733,North,Retail
734,Customer_734,East,Corporate
735,Customer_735,North,Corporate
736,Customer_736,South,Corporate
737,Customer_737,East,Wholesale
738,Customer_738,East,Wholesale
739,Customer_739,South,Corporate
740,Customer_740,South,Wholesale
741,Customer_741,South,Corporate
742,Customer_742,South,Retail
743,Customer_743,North,Corporate
744,Customer_744,North,Wholesale
745,Customer_745,East,Corporate
746,Customer_746,North,Corporate
747,Customer_747,West,Wholesale
748,Customer_748,North,Corporate
749,Customer_749,North,Corporate
750,Customer_750,South,Corporate
751,Customer_751,East,Corporate
752,Customer_752,South,Corporate
753,Customer_753,South,Corporate
754,Customer_754,South,Wholesale
755,Customer_755,North,Corporate
756,Customer_756,East,Wholesale
757,Customer_757,South,Corporate
758,Customer_758,East,Retail
759,Customer_759,West,Corporate
760,Customer_760,East,Wholesale
761,Customer_761,South,Retail
762,Customer_762,East,Corporate
763,Customer_763,South,Wholesale
764,Customer_764,South,Corporate
765,Customer_765,East,Wholesale
766,Customer_766,South,Wholesale
767,Customer_767,South,Retail
768,Customer_768,East,Wholesale
769,Customer_769,East,Retail
770,Customer_770,South,Corporate
771,Customer_771,South,Corporate
772,Customer_772,North,Retail
773,Customer_773,North,Retail
774,Customer_774,West,Retail
775,Customer_775,South,Corporate
776,Customer_776,East,Corporate
777,Customer_777,East,Retail
778,Customer_778,North,Wholesale
779,Customer_779,North,Corporate
780,Customer_780,South,Corporate
781,Customer_781,West,Retail
782,Customer_782,North,Corporate
783,Customer_783,West,Wholesale
784,Customer_784,South,Wholesale
785,Customer_785,East,Corporate
786,Customer_786,North,Retail
787,Customer_787,East,Wholesale
788,Customer_788,West,Retail
789,Customer_789,South,Corporate
790,Customer_790,West,Retail
791,Customer_791,South,Wholesale
792,Customer_792,South,Wholesale
793,Customer_793,North,Corporate
794,Customer_794,West,Corporate
795,Customer_795,East,Wholesale
796,Customer_796,North,Corporate
797,Customer_797,South,Corporate
798,Customer_798,South,Corporate
799,Customer_799,West,Corporate
800,Customer_800,West,Retail
